province,ID,name,grade,lat,lon,alt,pressureAlt
广西,59238,宾阳,一般站,23.25,108.833333333333,127.7,128.9
广西,59241,象州,一般站,23.9666666666667,109.683333333333,90.5,91.7
广西,59242,来宾,基本站,23.45,109.083333333333,96.7,97.9
广西,59246,武宣,一般站,23.6,109.666666666667,70,71.2
广西,59249,贵港,一般站,23.1166666666667,109.616666666667,51.4,52.6
广西,59254,桂平,基本站,23.4,110.083333333333,42.5,43.7
广西,59255,平南,一般站,23.55,110.383333333333,32.5,33.7
广西,59256,藤县,一般站,23.3666666666667,110.9,105.5,106.7
广西,59265,梧州,基准站,23.4833333333333,111.3,114.8,116
广西,59266,龙圩,一般站,23.4166666666667,111.233333333333,42.5,43.7
广西,59417,龙州,基本站,22.3333333333333,106.85,128.8,130
广西,59419,凭祥,一般站,22.0666666666667,106.733333333333,348.7,349.9
广西,59421,大新,一般站,22.8666666666667,107.166666666667,278.3,279.5
广西,59425,崇左,一般站,22.3833333333333,107.383333333333,195.8,197
广西,59426,扶绥,一般站,22.6166666666667,107.916666666667,146.1,147.3
广西,59427,宁明,一般站,22.1166666666667,107.066666666667,163.3,164.5
广西,59429,上思,一般站,22.1833333333333,108.016666666667,216,217.2
广西,59431,南宁,基本站,22.6333333333333,108.216666666667,121.6,122.8
广西,59435,邕宁,一般站,22.7666666666667,108.483333333333,74.7,75.9
广西,59441,横县,一般站,22.7,109.25,78.5,79.7
广西,59446,灵山,基准站,22.4166666666667,109.3,66.6,67.8
广西,59448,浦北,一般站,22.2666666666667,109.55,69.6,70.8
广西,59449,博白,一般站,22.3,109.983333333333,85.9,87.1
广西,59451,北流,一般站,22.7,110.35,98.1,99.3
广西,59452,容县,一般站,22.8333333333333,110.533333333333,131.5,132.7
广西,59453,玉林,基本站,22.6666666666667,110.116666666667,121.6,122.8
广西,59454,岑溪,一般站,22.95,111,202,203.2
广西,59457,陆川,一般站,22.3166666666667,110.266666666667,121.6,122.8
广西,59626,东兴,基本站,21.5666666666667,107.95,56.8,58
广西,59631,防城,基准站,21.7833333333333,108.35,32.4,33.6
广西,59632,钦州,基本站,21.9833333333333,108.6,49.2,50.4
广西,59635,防城港,一般站,21.6166666666667,108.35,31.3,32.5
广西,59640,合浦,一般站,21.6666666666667,109.183333333333,5.5,6.7
广西,59644,北海,基本站,21.45,109.133333333333,12.8,14
广西,59647,涠洲岛,基准站,21.0333333333333,109.1,55.2,56.4
贵州,56598,赫章,一般站,27.1333333333333,104.733333333333,1535.1,1536.3
贵州,56691,威宁,基准站,26.8666666666667,104.283333333333,2237.5,2238.6
贵州,56693,水城,基本站,26.5833333333333,104.866666666667,1815.9,1817.2
贵州,56792,普安,基本站,25.7833333333333,104.966666666667,1649.4,1650.4
贵州,56793,盘县,基本站,25.7166666666667,104.466666666667,1800,1800.9
贵州,57606,桐梓,基准站,28.1333333333333,106.833333333333,972,972.7
贵州,57609,赤水,一般站,28.5833333333333,105.7,317,318
贵州,57614,习水,基本站,28.3333333333333,106.216666666667,1180.2,1181.2
贵州,57623,道真,一般站,28.8833333333333,107.6,685.6,686.3
贵州,57625,正安,基本站,28.55,107.45,679.7,680.6
贵州,57634,务川,一般站,28.5166666666667,107.883333333333,660.3,661.2
贵州,57636,沿河,一般站,28.5666666666667,108.5,334.6,335.4
贵州,57637,德江,一般站,28.25,108.1,629.5,630.5
贵州,57647,松桃,基本站,28.15,109.183333333333,406.1,407.1
贵州,57707,毕节,基本站,27.3,105.283333333333,1510.6,1511.5
贵州,57708,大方,一般站,27.15,105.6,1700,1701.2
贵州,57710,仁怀,基本站,27.8,106.4,890.3,891
贵州,57712,汇川,基本站,27.7333333333333,106.95,983.5,984.5
贵州,57714,金沙,一般站,27.4666666666667,106.233333333333,942,943
贵州,57717,遵义县,一般站,27.5333333333333,106.833333333333,974.1,975
贵州,57718,息烽,基本站,27.1,106.716666666667,1112.1,1113.2
贵州,57719,开阳,一般站,27.0666666666667,106.966666666667,1275.6,1276.6
贵州,57720,绥阳,一般站,27.8833333333333,107.166666666667,889.3,890.3
贵州,57722,湄潭,基本站,27.7666666666667,107.466666666667,792.2,792.9
贵州,57723,凤冈,一般站,27.9833333333333,107.716666666667,710.2,711.2
贵州,57728,瓮安,一般站,27.05,107.466666666667,1129.6,1130.6
贵州,57729,余庆,基本站,27.2333333333333,107.883333333333,622.1,623.1
贵州,57731,思南,基本站,27.95,108.25,416.8,417.7
贵州,57732,印江,一般站,28.0166666666667,108.4,521.5,522.5
贵州,57734,石阡,一般站,27.5666666666667,108.233333333333,467.5,468.5
贵州,57735,岑巩,一般站,27.1833333333333,108.816666666667,404.3,405.5
贵州,57736,江口,一般站,27.7,108.85,369.2,370.7
贵州,57737,施秉,一般站,27.0333333333333,108.116666666667,547.3,548.5
贵州,57738,镇远,一般站,27.05,108.416666666667,516.3,517.5
贵州,57739,玉屏,一般站,27.2333333333333,108.916666666667,394.8,396
贵州,57741,铜仁,基本站,27.7333333333333,109.183333333333,353.2,354.4
贵州,57742,万山,一般站,27.5166666666667,109.2,884.3,885.3
贵州,57800,纳雍,一般站,26.7666666666667,105.366666666667,1457.1,1458.6
贵州,57803,黔西,基本站,27.0333333333333,106.016666666667,1231.4,1232.4
贵州,57805,织金,基本站,26.6833333333333,105.766666666667,1319.3,1320.3
贵州,57806,安顺,基本站,26.25,105.9,1431.1,1432.3
贵州,57807,六枝,一般站,26.2,105.466666666667,1361.9,1362.9
贵州,57808,普定,一般站,26.3166666666667,105.75,1274.5,1275.7
贵州,57809,镇宁,一般站,26.0666666666667,105.75,1251,1252
贵州,57811,修文,一般站,26.8333333333333,106.6,1296.7,1297.7
贵州,57813,清镇,一般站,26.5666666666667,106.466666666667,1261.9,1265.8
贵州,57814,平坝,一般站,26.4166666666667,106.266666666667,1298.2,1299.2
贵州,57816,贵阳,基准站,26.5833333333333,106.733333333333,1223.8,1224.9
贵州,57818,长顺,一般站,26.0333333333333,106.45,1140,1141.1
贵州,57821,福泉,一般站,26.7,107.5,925,926.5
贵州,57822,黄平,一般站,26.9,107.9,835,836.2
贵州,57824,贵定,一般站,26.5833333333333,107.233333333333,1001,1002.4
贵州,57825,凯里,基本站,26.6,107.983333333333,720.3,721.3
贵州,57827,都匀,基本站,26.3166666666667,107.533333333333,969.1,970.2
贵州,57828,麻江,一般站,26.5,107.583333333333,983.8,985
贵州,57829,丹寨,一般站,26.2,107.8,963.2,964.2
贵州,57832,三穗,基准站,26.9666666666667,108.666666666667,626.9,627.8
贵州,57834,台江,一般站,26.6833333333333,108.3,641.3,642.5
贵州,57835,剑河,一般站,26.7333333333333,108.433333333333,527.2,528.4
贵州,57837,雷山,一般站,26.4,108.066666666667,839,840.2
贵州,57839,黎平,基本站,26.2333333333333,109.133333333333,568.8,569.4
贵州,57840,天柱,基本站,26.9,109.2,401.4,402.4
贵州,57844,锦屏,一般站,26.6833333333333,109.183333333333,343,344
贵州,57900,晴隆,一般站,25.8333333333333,105.216666666667,1552.7,1553.6
贵州,57902,兴仁,基准站,25.4333333333333,105.183333333333,1378.5,1379.3
贵州,57903,关岭,一般站,25.9333333333333,105.6,1142,1143
贵州,57905,贞丰,一般站,25.4,105.616666666667,1184.9,1186.1
贵州,57906,望谟,基本站,25.1833333333333,106.083333333333,566.8,567.4
贵州,57907,兴义,基本站,25.0833333333333,104.9,1299.6,1300.7
贵州,57908,安龙,一般站,25.1166666666667,105.483333333333,1394.5,1395.5
贵州,57909,册亨,一般站,24.9833333333333,105.816666666667,584.8,586
贵州,57910,紫云,基本站,25.7666666666667,106.083333333333,1197.6,1198.8
贵州,57911,白云,一般站,26.6666666666667,106.65,1323,1324.2
贵州,57912,惠水,基本站,26.1333333333333,106.633333333333,990.9,992.1
贵州,57913,龙里,一般站,26.45,106.983333333333,1093.7,1094.7
贵州,57914,花溪,一般站,26.4166666666667,106.666666666667,1149,1149.8
贵州,57915,乌当,一般站,26.6333333333333,106.766666666667,1104,1104.9
贵州,57916,罗甸,基本站,25.4333333333333,106.766666666667,440.3,441.5
贵州,57921,平塘,一般站,25.85,107.35,821.4,822.4
贵州,57922,独山,基本站,25.8333333333333,107.55,1013.3,1014.3
贵州,57923,三都,一般站,25.9833333333333,107.866666666667,452,453.2
贵州,57926,荔波,基本站,25.4166666666667,107.883333333333,428.7,429.7
贵州,57932,榕江,基本站,25.9333333333333,108.516666666667,285.7,286.9
贵州,57936,从江,一般站,25.75,108.916666666667,258.1,259.1
海南,59757,琼山,一般站,20,110.366666666667,9.9,11.1
海南,59758,海口,基准站,20,110.25,63.5,64.7
海南,59838,东方,基准站,19.1,108.616666666667,7.6,8.8
海南,59842,临高,一般站,19.9,109.683333333333,31.7,32.9
海南,59843,澄迈,一般站,19.7333333333333,110,31.4,32.4
海南,59845,儋州,基本站,19.5166666666667,109.583333333333,169,170.2
海南,59847,昌江,一般站,19.2666666666667,109.05,98.1,99.3
海南,59848,白沙,一般站,19.2333333333333,109.433333333333,215.6,216.8
海南,59849,琼中,基本站,19.0333333333333,109.833333333333,250.9,252.1
海南,59851,定安,一般站,19.6666666666667,110.333333333333,53.3,54.5
海南,59854,屯昌,一般站,19.3666666666667,110.1,118.3,119.5
海南,59855,琼海,基本站,19.2333333333333,110.466666666667,24,25.2
海南,59856,文昌,一般站,19.6166666666667,110.75,21.7,22.8
海南,59940,乐东,一般站,18.75,109.166666666667,155,156.2
海南,59941,五指山,一般站,18.7666666666667,109.516666666667,328.5,329.7
海南,59945,保亭,一般站,18.65,109.7,68.6,69.8
海南,59948,三亚,基本站,18.2166666666667,109.583333333333,419.4,420.6
海南,59951,万宁,一般站,18.8,110.333333333333,39.9,41.1
海南,59954,陵水,基本站,18.55,110.033333333333,35.2,36.4
海南,59985,珊瑚,基准站,16.5333333333333,111.616666666667,4,5.2
海南,59981,西沙,基准站,16.8333333333333,112.333333333333,4.7,5.9
河北,53392,康保,一般站,41.85,114.583333333333,1428.1,1429.3
河北,53397,尚义,一般站,41.1,113.983333333333,1376.5,1377.7
河北,53399,张北,基准站,41.15,114.7,1393.3,1394.4
河北,53491,怀安,一般站,40.6666666666667,114.383333333333,837.7,838.8
河北,53492,阳原,一般站,40.1,114.15,937.6,938.7
河北,53498,宣化,一般站,40.5666666666667,115.033333333333,629.3,630.5
河北,53499,万全,一般站,40.7666666666667,114.733333333333,755.2,756.2
河北,53593,蔚县,基本站,39.8333333333333,114.566666666667,909.5,910.7
河北,54301,沽源,一般站,41.6666666666667,115.65,1411.2,1412.3
河北,54304,崇礼,一般站,40.95,115.266666666667,1239.8,1241.1
河北,54401,张家口,基本站,40.7666666666667,114.916666666667,772.8,774
河北,54404,赤城,一般站,40.8833333333333,115.833333333333,867.6,868.7
河北,54405,怀来,基本站,40.4166666666667,115.5,570.9,572.1
河北,54408,涿鹿,一般站,40.3833333333333,115.216666666667,529.6,530.7
河北,53781,沙河,一般站,36.8666666666667,114.466666666667,67.9,68.9
河北,53785,柏乡,一般站,37.5166666666667,114.666666666667,35,36
河北,53792,临城,一般站,37.45,114.483333333333,113,114
河北,53794,隆尧,一般站,37.35,114.75,33.1,34.3
河北,53796,宁晋,一般站,37.6166666666667,114.883333333333,30.6,31.6
河北,53797,内丘,一般站,37.2833333333333,114.383333333333,163.6,164.6
河北,53798,邢台,基本站,37.1833333333333,114.366666666667,183,184
河北,53799,巨鹿,一般站,37.2333333333333,114.983333333333,25.9,26.9
河北,53883,任县,一般站,37.1333333333333,114.7,36.5,37.5
河北,53891,南和,一般站,37.0166666666667,114.683333333333,43,44
河北,54631,广宗,一般站,37.0666666666667,115.15,32.4,33.4
河北,54632,平乡,一般站,37.0666666666667,115.033333333333,34,35
河北,54633,新河,一般站,37.5,115.266666666667,26.1,27.1
河北,54705,南宫,基本站,37.3666666666667,115.383333333333,27.4,28.6
河北,54706,清河,一般站,37.0833333333333,115.666666666667,31.5,32.7
河北,54800,威县,一般站,37,115.25,33.3,34.3
河北,54801,临西,一般站,36.85,115.483333333333,35.3,36.3
河北,54429,遵化,基本站,40.2,117.95,54.9,56.1
河北,54434,迁西,一般站,40.1666666666667,118.333333333333,131.6,132.8
河北,54437,滦南,一般站,39.5,118.616666666667,18.3,19.3
河北,54439,迁安,一般站,40.0166666666667,118.716666666667,50.9,52
河北,54522,玉田,一般站,39.8833333333333,117.733333333333,14.4,15.6
河北,54531,滦县,一般站,39.7333333333333,118.716666666667,43,44.1
河北,54532,丰润,一般站,39.8,118.083333333333,31.6,32.8
河北,54533,丰南,一般站,39.5833333333333,118.1,8.9,10.1
河北,54534,唐山,基本站,39.65,118.1,23.2,24.4
河北,54535,曹妃甸,基准站,39.2833333333333,118.466666666667,3.2,4.4
河北,54539,乐亭,基本站,39.4333333333333,118.883333333333,8.5,9.7
河北,53680,灵寿,一般站,38.3,114.383333333333,108.9,110.1
河北,53688,行唐,一般站,38.4166666666667,114.55,100.3,101.8
河北,53689,晋州,一般站,38.0166666666667,115.066666666667,42.4,43.5
河北,53691,正定,一般站,38.15,114.566666666667,71,72.1
河北,53693,井陉,一般站,38.0333333333333,114.133333333333,255.5,256.6
河北,53694,平山,一般站,38.2666666666667,114.216666666667,131,132
河北,53695,新乐,一般站,38.35,114.683333333333,70.8,72
河北,53697,藁城,一般站,38.0333333333333,114.833333333333,53.5,54.6
河北,53698,石家庄,基本站,38.0666666666667,114.35,103.6,104.8
河北,53699,无极,一般站,38.1833333333333,114.95,45.4,46.6
河北,53784,赵县,一般站,37.75,114.783333333333,38.5,39.6
河北,53789,栾城,一般站,37.8833333333333,114.633333333333,52.9,54
河北,53790,高邑,一般站,37.6333333333333,114.6,44.5,45.7
河北,53791,元氏,一般站,37.8,114.5,68.4,69.4
河北,53795,赞皇,一般站,37.65,114.4,159.3,160.4
河北,54621,深泽,一般站,38.1833333333333,115.183333333333,38.1,39.3
河北,54701,辛集,一般站,37.9333333333333,115.2,35.9,36.9
河北,54436,青龙,基本站,40.4166666666667,118.95,254.3,255.4
河北,54438,卢龙,一般站,39.8833333333333,118.883333333333,65,66.1
河北,54449,秦皇岛,基本站,39.85,119.516666666667,2.4,3.5
河北,54540,昌黎 ,一般站,39.7333333333333,119.2,17.6,18.7
河北,54541,抚宁,一般站,39.9,119.233333333333,24.3,25.4
河北,54510,大厂,一般站,39.9166666666667,116.95,18.3,19.3
河北,54512,固安,一般站,39.4166666666667,116.283333333333,21.4,22.6
河北,54515,廊坊,一般站,39.5,116.7,13.7,14.8
河北,54518,霸州,基本站,39.1666666666667,116.4,8.9,10.4
河北,54519,永清,一般站,39.3,116.483333333333,12.2,13.4
河北,54520,三河,一般站,39.9666666666667,117.083333333333,18.1,19.3
河北,54521,香河,一般站,39.7,116.983333333333,9.4,10.6
河北,54612,文安,一般站,38.85,116.45,4.3,5.4
河北,54613,大城,一般站,38.7,116.616666666667,6.9,8
河北,54606,饶阳,基准站,38.2166666666667,115.75,17.9,18.9
河北,54608,深州,一般站,38,115.55,26.1,27.3
河北,54609,安平,一般站,38.2333333333333,115.583333333333,22.4,23.6
河北,54700,武强,一般站,38.0333333333333,115.933333333333,16.2,17.4
河北,54702,衡水,一般站,37.7333333333333,115.7,20.7,21.9
河北,54703,武邑,一般站,37.8,115.883333333333,21.3,22.5
河北,54704,冀州,一般站,37.5166666666667,115.566666666667,24.8,26
河北,54707,故城,一般站,37.35,115.983333333333,27.4,28.6
河北,54708,枣强,一般站,37.5,115.733333333333,23.6,24.7
河北,54710,阜城,一般站,37.8666666666667,116.166666666667,18.6,19.8
河北,54711,景县,一般站,37.7,116.283333333333,18.3,19.5
河北,53773,临漳,一般站,36.3333333333333,114.616666666667,64.6,65.8
河北,53886,涉县,一般站,36.5666666666667,113.666666666667,470.4,471.6
河北,53890,武安,一般站,36.6666666666667,114.1,280.1,281.3
河北,53892,邯郸,一般站,36.6166666666667,114.466666666667,66.6,67.7
河北,53893,曲周,一般站,36.7666666666667,114.95,39.6,40.8
河北,53894,峰峰,一般站,36.4,114.2,149.3,150.5
河北,53895,永年,一般站,36.75,114.45,111,112
河北,53896,魏县,一般站,36.3333333333333,114.95,51.6,52.8
河北,53897,磁县,一般站,36.4,114.35,87.4,88.6
河北,53899,广平,一般站,36.4833333333333,114.966666666667,48.5,49.7
河北,53980,肥乡,一般站,36.55,114.8,50.2,51.3
河北,53996,成安,一般站,36.45,114.65,57.9,59
河北,54640,鸡泽,一般站,36.9166666666667,114.866666666667,36,37.2
河北,54804,大名,一般站,36.3,115.183333333333,45.3,46.5
河北,54809,馆陶,一般站,36.55,115.283333333333,41.3,42.5
河北,54820,邱县,一般站,36.8166666666667,115.2,39,40
河北,54308,丰宁,基准站,41.2,116.633333333333,735.1,736.3
河北,54311,围场,基本站,41.9666666666667,117.766666666667,892.7,893.8
河北,54318,隆化,一般站,41.3166666666667,117.733333333333,561.6,562.8
河北,54319,平泉,一般站,41,118.666666666667,502.3,503.3
河北,54420,滦平,一般站,40.9333333333333,117.333333333333,529,530.1
河北,54423,承德,基本站,40.9666666666667,117.916666666667,422.3,423.5
河北,54425,兴隆,一般站,40.4,117.466666666667,633.2,634.4
河北,54430,承德县,一般站,40.7833333333333,118.216666666667,330,331.1
河北,54432,宽城,一般站,40.6166666666667,118.466666666667,369.3,370.4
河北,54610,任丘,一般站,38.7333333333333,116.1,8.1,9.2
河北,54614,河间,一般站,38.4166666666667,116.05,10.9,12.4
河北,54615,青县,一般站,38.5833333333333,116.85,8,9.3
河北,54616,沧州,一般站,38.35,116.85,8,9.1
河北,54617,献县,一般站,38.2,116.166666666667,13.3,14.5
河北,54618,泊头,基本站,38.0833333333333,116.55,13.2,14.3
河北,54624,黄骅,基本站,38.4,117.316666666667,4.5,6
河北,54626,肃宁,一般站,38.4166666666667,115.816666666667,13.9,15.1
河北,54627,盐山,一般站,38.0333333333333,117.233333333333,8.2,9.4
河北,54628,海兴,一般站,38.15,117.483333333333,6.4,7.6
河北,54644,孟村,一般站,38.05,117.116666666667,10.5,11.7
河北,54713,东光,一般站,37.8833333333333,116.533333333333,14.4,15.6
河北,54717,吴桥,一般站,37.6333333333333,116.4,17.1,18.3
河北,54719,南皮,一般站,38.0333333333333,116.683333333333,11.1,12.3
河北,53596,顺平,一般站,38.85,115.133333333333,52.2,53.4
河北,53599,涞源,一般站,39.3666666666667,114.683333333333,884.4,885.6
河北,53682,曲阳,一般站,38.6333333333333,114.683333333333,104.1,105.3
河北,53690,阜平,一般站,38.85,114.183333333333,281.9,283.1
河北,53692,唐县,一般站,38.7333333333333,114.983333333333,66.5,67.6
河北,53696,定州,一般站,38.55,115.016666666667,41.9,42.8
河北,54502,涿州,一般站,39.4833333333333,116.033333333333,29.3,30.4
河北,54503,容城,一般站,39.0666666666667,115.816666666667,12.8,14
河北,54506,高碑店,一般站,39.3166666666667,115.95,24.6,25.7
河北,54507,易县,一般站,39.3333333333333,115.516666666667,49.3,50.8
河北,54601,徐水,一般站,38.9833333333333,115.65,13.1,14.3
河北,54602,保定,基本站,38.7333333333333,115.483333333333,16.8,17.9
河北,54603,高阳,一般站,38.7166666666667,115.766666666667,10,11.2
河北,54604,安国,一般站,38.4166666666667,115.333333333333,29.6,30.8
河北,54605,安新,一般站,38.9333333333333,115.933333333333,4.4,5.6
河北,54607,望都,一般站,38.7166666666667,115.116666666667,45,46.2
河北,54611,满城,一般站,38.9333333333333,115.316666666667,44.8,45.9
河北,54620,蠡县,一般站,38.4833333333333,115.566666666667,18.5,19.7
河北,54636,雄县,一般站,39.0166666666667,116.1,11.1,12.2
河南,53889,林州,一般站,36.0666666666667,113.866666666667,414.4,415.3
河南,53898,安阳,基本站,36.05,114.133333333333,194.8,195.7
河南,53972,沁阳,一般站,35.05,112.9,117.5,118.5
河南,53974,淇县,一般站,35.6166666666667,114.233333333333,70.4,71.3
河南,53978,济源,一般站,35.0833333333333,112.633333333333,140.1,140.9
河南,53979,博爱,一般站,35.15,113.083333333333,120,121.1
河南,53982,焦作,一般站,35.2333333333333,113.266666666667,112,113.5
河南,53983,封丘,一般站,35.0333333333333,114.416666666667,69.6,70.8
河南,53984,修武,一般站,35.2333333333333,113.466666666667,82.7,83.7
河南,53985,辉县,一般站,35.5,113.816666666667,140.7,142.2
河南,53986,新乡,基本站,35.3166666666667,113.883333333333,73.2,74.2
河南,53987,武陟,一般站,35.1,113.35,94.5,95.5
河南,53988,获嘉,一般站,35.2666666666667,113.666666666667,77.6,78.8
河南,53989,原阳,一般站,35.0833333333333,113.983333333333,75.9,76.9
河南,53991,汤阴,一般站,35.9166666666667,114.333333333333,93,93.9
河南,53992,浚县,一般站,35.65,114.516666666667,58.2,59.2
河南,53993,内黄,一般站,35.9333333333333,114.916666666667,51.6,52.4
河南,53994,卫辉,一般站,35.3833333333333,114.066666666667,70,71.2
河南,53995,滑县,一般站,35.55,114.5,62.5,64.1
河南,53997,延津,一般站,35.15,114.183333333333,71.1,72.3
河南,53998,长垣,一般站,35.2,114.65,61.6,62.5
河南,54817,台前,一般站,35.9833333333333,115.866666666667,42.1,43.1
河南,54900,濮阳,一般站,35.7,115.016666666667,53.7,54.7
河南,54901,南乐,一般站,36.0833333333333,115.166666666667,47.5,48.5
河南,54902,清丰,一般站,35.95,115.15,49.3,50.3
河南,54903,范县,一般站,35.85,115.483333333333,46,47
河南,57051,三门峡,基本站,34.8,111.2,409.9,410.9
河南,57056,灵宝,一般站,34.5333333333333,110.85,484.5,485.5
河南,57063,渑池,一般站,34.7666666666667,111.766666666667,523.6,523.6
河南,57065,宜阳,一般站,34.55,112.133333333333,317.5,318.6
河南,57066,洛宁,一般站,34.4,111.666666666667,408.2,408.7
河南,57067,卢氏,基本站,34.0833333333333,111.066666666667,658.5,659.5
河南,57070,新安,一般站,34.7333333333333,112.116666666667,364,365
河南,57071,孟津,基本站,34.8166666666667,112.433333333333,333.3,333.2
河南,57072,孟州,一般站,34.9166666666667,112.75,127.5,128.5
河南,57074,伊川,一般站,34.4166666666667,112.4,252.2,253.2
河南,57075,汝州,一般站,34.1666666666667,112.866666666667,203.1,204.3
河南,57076,偃师,一般站,34.7333333333333,112.783333333333,189.5,190.1
河南,57077,栾川,基本站,33.7833333333333,111.65,742.4,743.4
河南,57078,汝阳,一般站,34.15,112.466666666667,336.5,337.5
河南,57079,温县,一般站,34.95,113.033333333333,106.4,106.9
河南,57080,巩义,一般站,34.7333333333333,112.966666666667,165.2,166.1
河南,57081,荥阳,一般站,34.8,113.433333333333,140.9,141.9
河南,57082,登封,一般站,34.4666666666667,113.016666666667,427.1,428.4
河南,57083,郑州,基本站,34.7166666666667,113.65,110.4,111.6
河南,57084,嵩山,基准站,34.5,113.05,1178.4,1179
河南,57085,新密,一般站,34.5333333333333,113.333333333333,259.9,260.9
河南,57086,新郑,一般站,34.3833333333333,113.716666666667,116.6,116.8
河南,57087,长葛,一般站,34.2666666666667,113.733333333333,104.1,105
河南,57088,禹州,一般站,34.1833333333333,113.5,146,146.5
河南,57089,许昌,基本站,34.0666666666667,113.933333333333,67.2,68.2
河南,57090,中牟,一般站,34.7166666666667,113.966666666667,78.1,79.1
河南,57091,开封,基本站,34.7833333333333,114.3,73.7,74.8
河南,57093,兰考,一般站,34.85,114.816666666667,73.3,74
河南,57094,尉氏,一般站,34.4,114.216666666667,67.4,68.5
河南,57095,鄢陵,一般站,34.1166666666667,114.15,61.1,62.2
河南,57096,杞县,一般站,34.5333333333333,114.783333333333,59.7,60.7
河南,57098,扶沟,一般站,34.0833333333333,114.4,58.3,59.3
河南,57099,太康,一般站,34.0666666666667,114.85,52.6,53.6
河南,57156,西峡,基本站,33.3,111.5,250.3,251.3
河南,57162,嵩县,一般站,34.1333333333333,112.066666666667,440.7,442.2
河南,57169,内乡,一般站,33.15,111.883333333333,221.2,222.3
河南,57173,鲁山,一般站,33.75,112.883333333333,145.7,146.8
河南,57175,镇平,一般站,33.0833333333333,112.25,234,235
河南,57176,南召,一般站,33.4833333333333,112.416666666667,231.1,232.1
河南,57177,舞钢,一般站,33.3333333333333,113.533333333333,89.8,90.8
河南,57178,南阳,基本站,33.1,112.483333333333,180.6,181.6
河南,57179,方城,一般站,33.2833333333333,113,160.4,161.6
河南,57180,郏县,一般站,33.9833333333333,113.2,117.5,118.6
河南,57181,宝丰,基准站,33.8833333333333,113.05,136.4,137.4
河南,57182,襄城,一般站,33.85,113.516666666667,80.4,81.4
河南,57183,临颍,一般站,33.8,113.916666666667,60,61.2
河南,57184,叶县,一般站,33.6333333333333,113.3,97.5,98.5
河南,57185,舞阳,一般站,33.45,113.583333333333,91.1,92.1
河南,57186,漯河,一般站,33.6,114.05,58.7,59.8
河南,57187,社旗,一般站,33.0666666666667,112.933333333333,118,119.3
河南,57188,西平,一般站,33.3666666666667,114.033333333333,55.9,56.8
河南,57189,遂平,一般站,33.1333333333333,113.95,64.6,65.5
河南,57190,黄泛区,一般站,33.75,114.4,50.5,51.6
河南,57191,通许,一般站,34.5166666666667,114.466666666667,64.2,65.1
河南,57192,淮阳,一般站,33.7333333333333,114.85,45.5,46.6
河南,57193,西华,基本站,33.7833333333333,114.516666666667,52.6,53.6
河南,57194,上蔡,一般站,33.2833333333333,114.266666666667,59.8,60.9
河南,57195,川汇区,一般站,33.6166666666667,114.616666666667,46.6,47.6
河南,57196,项城,一般站,33.4666666666667,114.866666666667,42,42.8
河南,57197,汝南,一般站,32.9666666666667,114.35,50.1,51.1
河南,57198,商水,一般站,33.5,114.566666666667,44.6,45.6
河南,57261,淅川,一般站,33.1166666666667,111.516666666667,233,234.5
河南,57271,新野,一般站,32.5166666666667,112.383333333333,87.7,88.7
河南,57273,唐河,一般站,32.6833333333333,112.85,109.5,110.5
河南,57274,邓州,一般站,32.7,112.116666666667,107.6,108.8
河南,57281,泌阳,一般站,32.7,113.3,142.2,143.1
河南,57285,桐柏,基本站,32.3833333333333,113.416666666667,153,154
河南,57290,驻马店,基本站,32.9333333333333,113.916666666667,106.2,107.2
河南,57292,平舆,一般站,32.9666666666667,114.633333333333,44.4,45.3
河南,57293,新蔡,一般站,32.7333333333333,114.983333333333,38,39.1
河南,57294,确山,一般站,32.8333333333333,114.016666666667,83.6,84.6
河南,57295,正阳,一般站,32.6166666666667,114.35,78.5,79.7
河南,57296,息县,一般站,32.35,114.733333333333,48.9,50.1
河南,57297,信阳,基本站,32.1333333333333,114.05,114.5,115.4
河南,57298,罗山,一般站,32.2166666666667,114.55,55.4,56.2
河南,57299,光山,一般站,32.0166666666667,114.9,49.4,50.6
河南,57390,鸡公山,一般站,31.8,114.066666666667,733.5,734.7
河南,57396,新县,一般站,31.6333333333333,114.85,128.7,129.7
河南,58001,睢县,一般站,34.4333333333333,115.1,56.3,56.9
河南,58004,民权,一般站,34.65,115.15,60.6,61.6
河南,58005,商丘,基准站,34.4333333333333,115.533333333333,50.8,51.8
河南,58006,虞城,一般站,34.3833333333333,115.883333333333,46.3,47.8
河南,58007,柘城,一般站,34.0666666666667,115.3,47.2,48.3
河南,58008,宁陵,一般站,34.4666666666667,115.333333333333,54.4,55.4
河南,58017,夏邑,一般站,34.25,116.133333333333,41,42
河南,58100,郸城,一般站,33.65,115.166666666667,41.4,42.4
河南,58101,鹿邑,一般站,33.8666666666667,115.483333333333,41.3,42.8
河南,58104,沈丘,一般站,33.4,115.066666666667,41.2,42.5
河南,58111,永城,基本站,33.9666666666667,116.45,32.5,33.5
河南,58205,淮滨,一般站,32.4666666666667,115.433333333333,34.9,36
河南,58207,潢川,一般站,32.1666666666667,115.05,42.8,44
河南,58208,固始,基本站,32.1666666666667,115.616666666667,42.9,43.9
河南,58301,商城,一般站,31.8166666666667,115.383333333333,92.1,92.9
黑龙江,50136,漠河,基准站,52.9666666666667,122.516666666667,438.5,439.7
黑龙江,50137,北极村,一般站,53.4666666666667,122.366666666667,296,297.3
